,reviews,review_lower,review_nopunc,review_nostop,review_noother,cleaned_review,polarity,subjectivity
106,"I went to buy my dinner for my family yesterday, & there was a cashier by the name of Jennifer who help me a lot with the special, she was very nice to me.she so fast but friendly . You guys gotta keep hiring people like her.","i went to buy my dinner for my family yesterday, & there was a cashier by the name of jennifer who help me a lot with the special, she was very nice to me.she so fast but friendly . you guys gotta keep hiring people like her.",i went to buy my dinner for my family yesterday  there was a cashier by the name of jennifer who help me a lot with the special she was very nice to meshe so fast but friendly  you guys gotta keep hiring people like her,went buy dinner family yesterday cashier name jennifer help lot special nice meshe fast friendly guys gotta keep hiring people like,went buy dinner family yesterday cashier name jennifer help lot special nice meshe fast friendly guys gotta keep hiring people like,went buy dinner family yesterday cashier name jennifer help lot special nice meshe fast friendly guy gotta keep hiring people like,0.38303571428571426,0.6678571428571428
107,"They sold me at McRib.After leaving the Yelp Elite event last night, we stopped by this McDonalds because they had the McRibs!Also, we were hungry since we didn't want to look like scavengers flocking to a small plate of food at the event.Anyway, this is one of the McDonalds I always go to.  I've been going here since I was a little kid.  It's gone through super remodeling, and looks pretty cool now.  I am giving them an extra star for nostalgic reasons.Get your McRibs before they're gone!","they sold me at mcrib.after leaving the yelp elite event last night, we stopped by this mcdonalds because they had the mcribs!also, we were hungry since we didn't want to look like scavengers flocking to a small plate of food at the event.anyway, this is one of the mcdonalds i always go to.  i've been going here since i was a little kid.  it's gone through super remodeling, and looks pretty cool now.  i am giving them an extra star for nostalgic reasons.get your mcribs before they're gone!",they sold me at mcribafter leaving the yelp elite event last night we stopped by this mcdonalds because they had the mcribsalso we were hungry since we didnt want to look like scavengers flocking to a small plate of food at the eventanyway this is one of the mcdonalds i always go to  ive been going here since i was a little kid  its gone through super remodeling and looks pretty cool now  i am giving them an extra star for nostalgic reasonsget your mcribs before theyre gone,sold mcribafter leaving yelp elite event last night stopped mcdonalds mcribsalso hungry since didnt want look like scavengers flocking small plate food eventanyway one mcdonalds always go ive going since little kid gone super remodeling looks pretty cool giving extra star nostalgic reasonsget mcribs theyre gone,sold mcribafter leaving yelp elite event last night stopped mcdonalds mcribsalso hungry since didnt want look like scavengers flocking small plate food eventanyway mcdonalds always ive going since little kid gone super remodeling looks pretty cool giving extra star nostalgic reasonsget mcribs theyre gone,sold mcribafter leaving yelp elite event last night stopped mcdonalds mcribsalso hungry since didnt want look like scavenger flocking small plate food eventanyway mcdonalds always ive going since little kid gone super remodeling look pretty cool giving extra star nostalgic reasonsget mcribs theyre gone,-0.0005208333333333384,0.5479166666666666
108,"Food doesn't taste the same anymore and I know most people will blame it on the stuff we feed the cattle. Seriously I feel maybe it's just that inject them with too many hormones to speed up the growing process. Mickey Ds was a place to go when I was young, now it's just a last resort for me.","food doesn't taste the same anymore and i know most people will blame it on the stuff we feed the cattle. seriously i feel maybe it's just that inject them with too many hormones to speed up the growing process. mickey ds was a place to go when i was young, now it's just a last resort for me.",food doesnt taste the same anymore and i know most people will blame it on the stuff we feed the cattle seriously i feel maybe its just that inject them with too many hormones to speed up the growing process mickey ds was a place to go when i was young now its just a last resort for me,food doesnt taste anymore know people blame stuff feed cattle seriously feel maybe inject many hormones speed growing process mickey ds place go young last resort,food doesnt taste anymore know people blame stuff feed cattle seriously feel maybe inject many hormones speed growing process mickey ds place young last resort,food doesnt taste anymore know people blame stuff feed cattle seriously feel maybe inject many hormone speed growing process mickey d place young last resort,0.06666666666666668,0.40833333333333327
109,"This McDonald's isn't bad, but I would definitely not recommend it to anyone who is trying to get a good deal. Throughout the years, McDonald's has always been good. However recently, I find that it doesn't taste so good. I feel as though, the quality has gotten worse and the prices have increased. Whatever the reason may be, I highly would not recommend eating here. Go somewhere else if you have to.","this mcdonald's isn't bad, but i would definitely not recommend it to anyone who is trying to get a good deal. throughout the years, mcdonald's has always been good. however recently, i find that it doesn't taste so good. i feel as though, the quality has gotten worse and the prices have increased. whatever the reason may be, i highly would not recommend eating here. go somewhere else if you have to.",this mcdonalds isnt bad but i would definitely not recommend it to anyone who is trying to get a good deal throughout the years mcdonalds has always been good however recently i find that it doesnt taste so good i feel as though the quality has gotten worse and the prices have increased whatever the reason may be i highly would not recommend eating here go somewhere else if you have to,mcdonalds isnt bad would definitely recommend anyone trying get good deal throughout years mcdonalds always good however recently find doesnt taste good feel though quality gotten worse prices increased whatever reason may highly would recommend eating go somewhere else,mcdonalds isnt bad would definitely recommend anyone trying good deal throughout years mcdonalds always good however recently find doesnt taste good feel though quality gotten worse prices increased whatever reason may highly would recommend eating somewhere else,mcdonalds isnt bad would definitely recommend anyone trying good deal throughout year mcdonalds always good however recently find doesnt taste good feel though quality gotten worse price increased whatever reason may highly would recommend eating somewhere else,0.145,0.5445833333333333
110,"All I wanted was an Oreo Frappé. Was the 25 minute drive thru worth it on a Thursday evening?  The Oreo Frappé was great, but this line is ridiculous. People are actually jumping the curb to get out of drive thru. It was worth it.","all i wanted was an oreo frappé. was the 25 minute drive thru worth it on a thursday evening?  the oreo frappé was great, but this line is ridiculous. people are actually jumping the curb to get out of drive thru. it was worth it.",all i wanted was an oreo frappé was the 25 minute drive thru worth it on a thursday evening  the oreo frappé was great but this line is ridiculous people are actually jumping the curb to get out of drive thru it was worth it,wanted oreo frappé 25 minute drive thru worth thursday evening oreo frappé great line ridiculous people actually jumping curb get drive thru worth,wanted oreo frappé 25 minute drive worth thursday evening oreo frappé great line ridiculous people actually jumping curb drive worth,wanted oreo frappé 25 minute drive worth thursday evening oreo frappé great line ridiculous people actually jumping curb drive worth,0.21333333333333337,0.41000000000000003
111,"I came home and i see in the bag that my fries,soda, and they messed up my order so i would give you a no-star but i cant your lucky i cant","i came home and i see in the bag that my fries,soda, and they messed up my order so i would give you a no-star but i cant your lucky i cant",i came home and i see in the bag that my friessoda and they messed up my order so i would give you a nostar but i cant your lucky i cant,came home see bag friessoda messed order would give nostar cant lucky cant,came home see bag friessoda messed order would give nostar cant lucky cant,came home see bag friessoda messed order would give nostar cant lucky cant,0.3333333333333333,0.8333333333333334
112,consistently gets orders correct in the drive thru,consistently gets orders correct in the drive thru,consistently gets orders correct in the drive thru,consistently gets orders correct drive thru,consistently gets orders correct drive,consistently get order correct drive,0.25,0.25
113,This McDonald's has to have the worst drive-through service at 4 o'clock in the morning. My order was very simple it was for my griddle sandwiches with cheese. And they couldn't even get that right these people working the drive-through are so stupid they can make the order right all they have to do is add cheese how dumb can they be not to be able to get this order right.then I called to complain or speak to a manager and the phone just rings and nobody picks up.,this mcdonald's has to have the worst drive-through service at 4 o'clock in the morning. my order was very simple it was for my griddle sandwiches with cheese. and they couldn't even get that right these people working the drive-through are so stupid they can make the order right all they have to do is add cheese how dumb can they be not to be able to get this order right.then i called to complain or speak to a manager and the phone just rings and nobody picks up.,this mcdonalds has to have the worst drivethrough service at 4 oclock in the morning my order was very simple it was for my griddle sandwiches with cheese and they couldnt even get that right these people working the drivethrough are so stupid they can make the order right all they have to do is add cheese how dumb can they be not to be able to get this order rightthen i called to complain or speak to a manager and the phone just rings and nobody picks up,mcdonalds worst drivethrough service 4 oclock morning order simple griddle sandwiches cheese couldnt even get right people working drivethrough stupid make order right add cheese dumb able get order rightthen called complain speak manager phone rings nobody picks,mcdonalds worst drivethrough service 4 oclock morning order simple griddle sandwiches cheese couldnt even right people working drivethrough stupid make order right add cheese dumb able order rightthen called complain speak manager phone rings nobody picks,mcdonalds worst drivethrough service 4 oclock morning order simple griddle sandwich cheese couldnt even right people working drivethrough stupid make order right add cheese dumb able order rightthen called complain speak manager phone ring nobody pick,-0.1576530612244898,0.6505102040816327
114,"Ordered a double quarter pounder with cheese combo (#4 on the menu board) and they completely mixed up my order along with ruining my chocolate milkshake! First off, they put a single patty burger in my bag,the fries were over salty and my chocolate milkshake was watered down. I was in the drive through so had to park to go back in after discovering this mixup. I complained and my order was fixed but my shake was still watered down. When the inside cashier took the original shake and went around the corner,he returned to me another watered down shake(which I believe was the same one smh) and all he had to say was ""This one turned out the same too bro."" He then handed it to me turned and walked away...I am not a kid and we don't know each other for you to call me ""bro"". Needless to say I am a customer not a ""bro"". Second, last time I checked the customer still comes first and should be treated with the upmost respect. I'm very disappointed in my visit to my neighborhood McDonald's and more than likely won't be returning here. PS I came here the night before and ordered a milkshake with the same issue before but it was fixed with a smile and a new one. Do something about your day staff.","ordered a double quarter pounder with cheese combo (#4 on the menu board) and they completely mixed up my order along with ruining my chocolate milkshake! first off, they put a single patty burger in my bag,the fries were over salty and my chocolate milkshake was watered down. i was in the drive through so had to park to go back in after discovering this mixup. i complained and my order was fixed but my shake was still watered down. when the inside cashier took the original shake and went around the corner,he returned to me another watered down shake(which i believe was the same one smh) and all he had to say was ""this one turned out the same too bro."" he then handed it to me turned and walked away...i am not a kid and we don't know each other for you to call me ""bro"". needless to say i am a customer not a ""bro"". second, last time i checked the customer still comes first and should be treated with the upmost respect. i'm very disappointed in my visit to my neighborhood mcdonald's and more than likely won't be returning here. ps i came here the night before and ordered a milkshake with the same issue before but it was fixed with a smile and a new one. do something about your day staff.",ordered a double quarter pounder with cheese combo 4 on the menu board and they completely mixed up my order along with ruining my chocolate milkshake first off they put a single patty burger in my bagthe fries were over salty and my chocolate milkshake was watered down i was in the drive through so had to park to go back in after discovering this mixup i complained and my order was fixed but my shake was still watered down when the inside cashier took the original shake and went around the cornerhe returned to me another watered down shakewhich i believe was the same one smh and all he had to say was this one turned out the same too bro he then handed it to me turned and walked awayi am not a kid and we dont know each other for you to call me bro needless to say i am a customer not a bro second last time i checked the customer still comes first and should be treated with the upmost respect im very disappointed in my visit to my neighborhood mcdonalds and more than likely wont be returning here ps i came here the night before and ordered a milkshake with the same issue before but it was fixed with a smile and a new one do something about your day staff,ordered double quarter pounder cheese combo 4 menu board completely mixed order along ruining chocolate milkshake first put single patty burger bagthe fries salty chocolate milkshake watered drive park go back discovering mixup complained order fixed shake still watered inside cashier took original shake went around cornerhe returned another watered shakewhich believe one smh say one turned bro handed turned walked awayi kid dont know call bro needless say customer bro second last time checked customer still comes first treated upmost respect im disappointed visit neighborhood mcdonalds likely wont returning ps came night ordered milkshake issue fixed smile new one something day staff,ordered double quarter pounder cheese combo 4 menu board completely mixed order along ruining chocolate milkshake first put single patty burger bagthe fries salty chocolate milkshake watered drive park back discovering mixup complained order fixed shake still watered inside cashier took original shake went around cornerhe returned another watered shakewhich believe smh say turned bro handed turned walked awayi kid dont know call bro needless say customer bro second last time checked customer still comes first treated upmost respect disappointed visit neighborhood mcdonalds likely wont returning ps came night ordered milkshake issue fixed smile new something day staff,ordered double quarter pounder cheese combo 4 menu board completely mixed order along ruining chocolate milkshake first put single patty burger bagthe fry salty chocolate milkshake watered drive park back discovering mixup complained order fixed shake still watered inside cashier took original shake went around cornerhe returned another watered shakewhich believe smh say turned bro handed turned walked awayi kid dont know call bro needle say customer bro second last time checked customer still come first treated upmost respect disappointed visit neighborhood mcdonalds likely wont returning p came night ordered milkshake issue fixed smile new something day staff,0.024370941558441564,0.3032602813852814
115,i love their mcmorning.and hot coffeejust a good match!nice service too,i love their mcmorning.and hot coffeejust a good match!nice service too,i love their mcmorningand hot coffeejust a good matchnice service too,love mcmorningand hot coffeejust good matchnice service,love mcmorningand hot coffeejust good matchnice service,love mcmorningand hot coffeejust good matchnice service,0.48333333333333334,0.6833333333333335
116,"Wow. Never been in this area. But they got our order right, the mcdouble, fries with no salt and strawberry frozen lemonade were ON POINT  . Thank u guys for making this day a tad bit more easier and quick lol. Damn we love mcdonalds","wow. never been in this area. but they got our order right, the mcdouble, fries with no salt and strawberry frozen lemonade were on point  . thank u guys for making this day a tad bit more easier and quick lol. damn we love mcdonalds",wow never been in this area but they got our order right the mcdouble fries with no salt and strawberry frozen lemonade were on point   thank u guys for making this day a tad bit more easier and quick lol damn we love mcdonalds,wow never area got order right mcdouble fries salt strawberry frozen lemonade point thank u guys making day tad bit easier quick lol damn love mcdonalds,wow never area got order right mcdouble fries salt strawberry frozen lemonade point thank u guys making day tad bit easier quick lol damn love mcdonalds,wow never area got order right mcdouble fry salt strawberry frozen lemonade point thank u guy making day tad bit easier quick lol damn love mcdonalds,0.4038095238095238,0.6671428571428571
117,I go here about once a week (don't judge) and every single time I've been greeted with smiles! Everyone is so nice and quick!,i go here about once a week (don't judge) and every single time i've been greeted with smiles! everyone is so nice and quick!,i go here about once a week dont judge and every single time ive been greeted with smiles everyone is so nice and quick,go week dont judge every single time ive greeted smiles everyone nice quick,week dont judge every single time ive greeted smiles everyone nice quick,week dont judge every single time ive greeted smile everyone nice quick,0.29047619047619044,0.45357142857142857
118,Love the morning coffee is the best.The egg white muffin is actually really good. I VISIT this place once in awhile but the coffee is my favorite,love the morning coffee is the best.the egg white muffin is actually really good. i visit this place once in awhile but the coffee is my favorite,love the morning coffee is the bestthe egg white muffin is actually really good i visit this place once in awhile but the coffee is my favorite,love morning coffee bestthe egg white muffin actually really good visit place awhile coffee favorite,love morning coffee bestthe egg white muffin actually really good visit place awhile coffee favorite,love morning coffee bestthe egg white muffin actually really good visit place awhile coffee favorite,0.425,0.55
119,"I don't often eat McDonalds but I do crave it from time to time and this particular location happens to be located a block or so away from my workplace. However, after my last experience in this McDonalds I don't think I will be going back. Every time I have gone in there it seems like there are not enough cashiers to handle the handful of customers in the store. On this particular night, there was one cashier who actually walked off  in the middle of their shift, leaving about 5 or so customers wondering what was going on. What was supposed to be a quick stop for fast food turned into an almost 45 minute wait. It may be the location itself that causes all these problems due to the fact that they get a lot of drive through traffic, but regardless, they should have more workers on duty between 8 pm and closing time.","i don't often eat mcdonalds but i do crave it from time to time and this particular location happens to be located a block or so away from my workplace. however, after my last experience in this mcdonalds i don't think i will be going back. every time i have gone in there it seems like there are not enough cashiers to handle the handful of customers in the store. on this particular night, there was one cashier who actually walked off  in the middle of their shift, leaving about 5 or so customers wondering what was going on. what was supposed to be a quick stop for fast food turned into an almost 45 minute wait. it may be the location itself that causes all these problems due to the fact that they get a lot of drive through traffic, but regardless, they should have more workers on duty between 8 pm and closing time.",i dont often eat mcdonalds but i do crave it from time to time and this particular location happens to be located a block or so away from my workplace however after my last experience in this mcdonalds i dont think i will be going back every time i have gone in there it seems like there are not enough cashiers to handle the handful of customers in the store on this particular night there was one cashier who actually walked off  in the middle of their shift leaving about 5 or so customers wondering what was going on what was supposed to be a quick stop for fast food turned into an almost 45 minute wait it may be the location itself that causes all these problems due to the fact that they get a lot of drive through traffic but regardless they should have more workers on duty between 8 pm and closing time,dont often eat mcdonalds crave time time particular location happens located block away workplace however last experience mcdonalds dont think going back every time gone seems like enough cashiers handle handful customers store particular night one cashier actually walked middle shift leaving 5 customers wondering going supposed quick stop fast food turned almost 45 minute wait may location causes problems due fact get lot drive traffic regardless workers duty 8 pm closing time,dont often eat mcdonalds crave time time particular location happens located block away workplace however last experience mcdonalds dont think going back every time gone seems like enough cashiers handle handful customers store particular night cashier actually walked middle shift leaving 5 customers wondering going supposed quick stop fast food turned almost 45 minute wait may location causes problems due fact lot drive traffic regardless workers duty 8 pm closing time,dont often eat mcdonalds crave time time particular location happens located block away workplace however last experience mcdonalds dont think going back every time gone seems like enough cashier handle handful customer store particular night cashier actually walked middle shift leaving 5 customer wondering going supposed quick stop fast food turned almost 45 minute wait may location cause problem due fact lot drive traffic regardless worker duty 8 pm closing time,0.07416666666666667,0.2808333333333333
120,"Found a small eggshell piece in my Sausage McMuffin w/ Egg. Otherwise, it tasted good. I wish these guys delivered.","found a small eggshell piece in my sausage mcmuffin w/ egg. otherwise, it tasted good. i wish these guys delivered.",found a small eggshell piece in my sausage mcmuffin w egg otherwise it tasted good i wish these guys delivered,found small eggshell piece sausage mcmuffin w egg otherwise tasted good wish guys delivered,found small eggshell piece sausage mcmuffin w egg otherwise tasted good wish guys delivered,found small eggshell piece sausage mcmuffin w egg otherwise tasted good wish guy delivered,0.22499999999999998,0.5
121,Worst place to buy food and its corporate greed to lure people to spend the whole Saturday with 95 degree heat to advertise their product. Poor communication from the manager including the PR lady who held the tickets forever to create mass chaos and making lines longer including the wait if she just stepped outside and begin distributing the tickets. The manager deceived everybody including the first ones in line that everybody will get one. This is not the last you will hear from me.,worst place to buy food and its corporate greed to lure people to spend the whole saturday with 95 degree heat to advertise their product. poor communication from the manager including the pr lady who held the tickets forever to create mass chaos and making lines longer including the wait if she just stepped outside and begin distributing the tickets. the manager deceived everybody including the first ones in line that everybody will get one. this is not the last you will hear from me.,worst place to buy food and its corporate greed to lure people to spend the whole saturday with 95 degree heat to advertise their product poor communication from the manager including the pr lady who held the tickets forever to create mass chaos and making lines longer including the wait if she just stepped outside and begin distributing the tickets the manager deceived everybody including the first ones in line that everybody will get one this is not the last you will hear from me,worst place buy food corporate greed lure people spend whole saturday 95 degree heat advertise product poor communication manager including pr lady held tickets forever create mass chaos making lines longer including wait stepped outside begin distributing tickets manager deceived everybody including first ones line everybody get one last hear,worst place buy food corporate greed lure people spend whole saturday 95 degree heat advertise product poor communication manager including pr lady held tickets forever create mass chaos making lines longer including wait stepped outside begin distributing tickets manager deceived everybody including first ones line everybody last hear,worst place buy food corporate greed lure people spend whole saturday 95 degree heat advertise product poor communication manager including pr lady held ticket forever create mass chaos making line longer including wait stepped outside begin distributing ticket manager deceived everybody including first one line everybody last hear,-0.13571428571428573,0.35000000000000003
122,Thank you for the manager to lead us on that you have enough for your promo today. This is not the last time you will hear from me.,thank you for the manager to lead us on that you have enough for your promo today. this is not the last time you will hear from me.,thank you for the manager to lead us on that you have enough for your promo today this is not the last time you will hear from me,thank manager lead us enough promo today last time hear,thank manager lead us enough promo today last time hear,thank manager lead u enough promo today last time hear,0.0,0.2833333333333333
123,"This review is solely based on the excellent customer service Samantha provided just now. After taking my order in the drive thru Samantha aked me to drive to the first window. When I arrived she greeted me with a smile, repeated my order, gave me my total, and processed my payment. What made me go out of my way to leave this review is that she asked ""when I said please drive to the first window did you think this one?"" I said yes. She kindly explained that she has had several customers driving to the second window (which the windows are numbered above) to pay. I like that she asked for customer feedback to make sure that she was communicating effectively with those she is serving. Thumbs up Samantha. Keep up the great work. I'll be back.","this review is solely based on the excellent customer service samantha provided just now. after taking my order in the drive thru samantha aked me to drive to the first window. when i arrived she greeted me with a smile, repeated my order, gave me my total, and processed my payment. what made me go out of my way to leave this review is that she asked ""when i said please drive to the first window did you think this one?"" i said yes. she kindly explained that she has had several customers driving to the second window (which the windows are numbered above) to pay. i like that she asked for customer feedback to make sure that she was communicating effectively with those she is serving. thumbs up samantha. keep up the great work. i'll be back.",this review is solely based on the excellent customer service samantha provided just now after taking my order in the drive thru samantha aked me to drive to the first window when i arrived she greeted me with a smile repeated my order gave me my total and processed my payment what made me go out of my way to leave this review is that she asked when i said please drive to the first window did you think this one i said yes she kindly explained that she has had several customers driving to the second window which the windows are numbered above to pay i like that she asked for customer feedback to make sure that she was communicating effectively with those she is serving thumbs up samantha keep up the great work ill be back,review solely based excellent customer service samantha provided taking order drive thru samantha aked drive first window arrived greeted smile repeated order gave total processed payment made go way leave review asked said please drive first window think one said yes kindly explained several customers driving second window windows numbered pay like asked customer feedback make sure communicating effectively serving thumbs samantha keep great work ill back,review solely based excellent customer service samantha provided taking order drive samantha aked drive first window arrived greeted smile repeated order gave total processed payment made way leave review asked said please drive first window think said yes kindly explained several customers driving second window windows numbered pay like asked customer feedback make sure communicating effectively serving thumbs samantha keep great work ill back,review solely based excellent customer service samantha provided taking order drive samantha aked drive first window arrived greeted smile repeated order gave total processed payment made way leave review asked said please drive first window think said yes kindly explained several customer driving second window window numbered pay like asked customer feedback make sure communicating effectively serving thumb samantha keep great work ill back,0.29230769230769227,0.5273504273504274
124,"Only complaint, no drive-through. How dare they make me walk fifteen feet for my fatty food???!??","only complaint, no drive-through. how dare they make me walk fifteen feet for my fatty food???!??",only complaint no drivethrough how dare they make me walk fifteen feet for my fatty food,complaint drivethrough dare make walk fifteen feet fatty food,complaint drivethrough dare make walk fifteen feet fatty food,complaint drivethrough dare make walk fifteen foot fatty food,-0.25,0.30000000000000004
125,"I thought McDonalds is now Breakfast ALL day, well I to this location in drive thru and I ask for a McGriddle. The girl tells me we don't serve that right now!! What do you mean you don't serve breakfast. I don't know if she was new or she was just being rude but I was not satisfied with this location. Never going back there.","i thought mcdonalds is now breakfast all day, well i to this location in drive thru and i ask for a mcgriddle. the girl tells me we don't serve that right now!! what do you mean you don't serve breakfast. i don't know if she was new or she was just being rude but i was not satisfied with this location. never going back there.",i thought mcdonalds is now breakfast all day well i to this location in drive thru and i ask for a mcgriddle the girl tells me we dont serve that right now what do you mean you dont serve breakfast i dont know if she was new or she was just being rude but i was not satisfied with this location never going back there,thought mcdonalds breakfast day well location drive thru ask mcgriddle girl tells dont serve right mean dont serve breakfast dont know new rude satisfied location never going back,thought mcdonalds breakfast day well location drive ask mcgriddle girl tells dont serve right mean dont serve breakfast dont know new rude satisfied location never going back,thought mcdonalds breakfast day well location drive ask mcgriddle girl tell dont serve right mean dont serve breakfast dont know new rude satisfied location never going back,0.05159632034632034,0.5462932900432901
126,"I ordered delivery through UberEats. I ordered the deluxe breakfast and asked for extra pancakes. I also paid the extra fee of $2.79 for the additional pancakes. I received my order with NO pancakes instead. I was so annoyed that I decided to drive over to this McDonalds (which defeated the purpose of paying for the delivery service). I explained what happened to the manager and so the manager started to scold the worker who packed the order. As I stood there, the worker who packed the order defended herself saying the large  ""X""  in the McDonalds kitchen instructions in ""X-tra pancakes""  means NO as in crossing out pancakes. Seriously? The manager and worker were both mad at each other as the manager threw the deluxe breakfast in the trash and the worker shook her head no as if she was right and didn't understand what the whole problem was. Unprofessional and incompetent. The staff needs more training.","i ordered delivery through ubereats. i ordered the deluxe breakfast and asked for extra pancakes. i also paid the extra fee of $2.79 for the additional pancakes. i received my order with no pancakes instead. i was so annoyed that i decided to drive over to this mcdonalds (which defeated the purpose of paying for the delivery service). i explained what happened to the manager and so the manager started to scold the worker who packed the order. as i stood there, the worker who packed the order defended herself saying the large  ""x""  in the mcdonalds kitchen instructions in ""x-tra pancakes""  means no as in crossing out pancakes. seriously? the manager and worker were both mad at each other as the manager threw the deluxe breakfast in the trash and the worker shook her head no as if she was right and didn't understand what the whole problem was. unprofessional and incompetent. the staff needs more training.",i ordered delivery through ubereats i ordered the deluxe breakfast and asked for extra pancakes i also paid the extra fee of 279 for the additional pancakes i received my order with no pancakes instead i was so annoyed that i decided to drive over to this mcdonalds which defeated the purpose of paying for the delivery service i explained what happened to the manager and so the manager started to scold the worker who packed the order as i stood there the worker who packed the order defended herself saying the large  x  in the mcdonalds kitchen instructions in xtra pancakes  means no as in crossing out pancakes seriously the manager and worker were both mad at each other as the manager threw the deluxe breakfast in the trash and the worker shook her head no as if she was right and didnt understand what the whole problem was unprofessional and incompetent the staff needs more training,ordered delivery ubereats ordered deluxe breakfast asked extra pancakes also paid extra fee 279 additional pancakes received order pancakes instead annoyed decided drive mcdonalds defeated purpose paying delivery service explained happened manager manager started scold worker packed order stood worker packed order defended saying large x mcdonalds kitchen instructions xtra pancakes means crossing pancakes seriously manager worker mad manager threw deluxe breakfast trash worker shook head right didnt understand whole problem unprofessional incompetent staff needs training,ordered delivery ubereats ordered deluxe breakfast asked extra pancakes also paid extra fee 279 additional pancakes received order pancakes instead annoyed decided drive mcdonalds defeated purpose paying delivery service explained happened manager manager started scold worker packed order stood worker packed order defended saying large x mcdonalds kitchen instructions xtra pancakes means crossing pancakes seriously manager worker mad manager threw deluxe breakfast trash worker shook head right didnt understand whole problem unprofessional incompetent staff needs training,ordered delivery ubereats ordered deluxe breakfast asked extra pancake also paid extra fee 279 additional pancake received order pancake instead annoyed decided drive mcdonalds defeated purpose paying delivery service explained happened manager manager started scold worker packed order stood worker packed order defended saying large x mcdonalds kitchen instruction xtra pancake mean crossing pancake seriously manager worker mad manager threw deluxe breakfast trash worker shook head right didnt understand whole problem unprofessional incompetent staff need training,-0.01006944444444445,0.5737599206349207
127,The fries were cold. I was craving fries from MCD's so it kind of irked me. Hopefully next time it will be better.,the fries were cold. i was craving fries from mcd's so it kind of irked me. hopefully next time it will be better.,the fries were cold i was craving fries from mcds so it kind of irked me hopefully next time it will be better,fries cold craving fries mcds kind irked hopefully next time better,fries cold craving fries mcds kind irked hopefully next time better,fry cold craving fry mcds kind irked hopefully next time better,0.125,0.6
128,"i usually don't leave reviews on big chain restaurants like mcdonald's but as i sit at the location, each bite i take of my mcchicken keeps getting better. and i'm also bored. my food tastes as fresh as it gets at mcdonald's. the bun was nice and fluffy, not flat how it sometimes is at other locations. my fries were fresh and hot too! 4 stars and not 5, because, well, it's mcdonald's.","i usually don't leave reviews on big chain restaurants like mcdonald's but as i sit at the location, each bite i take of my mcchicken keeps getting better. and i'm also bored. my food tastes as fresh as it gets at mcdonald's. the bun was nice and fluffy, not flat how it sometimes is at other locations. my fries were fresh and hot too! 4 stars and not 5, because, well, it's mcdonald's.",i usually dont leave reviews on big chain restaurants like mcdonalds but as i sit at the location each bite i take of my mcchicken keeps getting better and im also bored my food tastes as fresh as it gets at mcdonalds the bun was nice and fluffy not flat how it sometimes is at other locations my fries were fresh and hot too 4 stars and not 5 because well its mcdonalds,usually dont leave reviews big chain restaurants like mcdonalds sit location bite take mcchicken keeps getting better im also bored food tastes fresh gets mcdonalds bun nice fluffy flat sometimes locations fries fresh hot 4 stars 5 well mcdonalds,usually dont leave reviews big chain restaurants like mcdonalds sit location bite take mcchicken keeps getting better also bored food tastes fresh gets mcdonalds bun nice fluffy flat sometimes locations fries fresh hot 4 stars 5 well mcdonalds,usually dont leave review big chain restaurant like mcdonalds sit location bite take mcchicken keep getting better also bored food taste fresh get mcdonalds bun nice fluffy flat sometimes location fry fresh hot 4 star 5 well mcdonalds,0.09749999999999999,0.5225
129,"Went through drive through for a few drinks.  My little newphew ordered a chocolate milk.  After sitting there for an eternity, we get to the window and they say there is no chocolate milk!  Really?  Well, after another eternity, she comes back with our drinks and then says oh - chocolate milk!  The staff was so busy joking among themselves that it took forever just for 4 drinks!  Owner must not care about the service.","went through drive through for a few drinks.  my little newphew ordered a chocolate milk.  after sitting there for an eternity, we get to the window and they say there is no chocolate milk!  really?  well, after another eternity, she comes back with our drinks and then says oh - chocolate milk!  the staff was so busy joking among themselves that it took forever just for 4 drinks!  owner must not care about the service.",went through drive through for a few drinks  my little newphew ordered a chocolate milk  after sitting there for an eternity we get to the window and they say there is no chocolate milk  really  well after another eternity she comes back with our drinks and then says oh  chocolate milk  the staff was so busy joking among themselves that it took forever just for 4 drinks  owner must not care about the service,went drive drinks little newphew ordered chocolate milk sitting eternity get window say chocolate milk really well another eternity comes back drinks says oh chocolate milk staff busy joking among took forever 4 drinks owner must care service,went drive drinks little newphew ordered chocolate milk sitting eternity window say chocolate milk really well another eternity comes back drinks oh chocolate milk staff busy joking among took forever 4 drinks owner must care service,went drive drink little newphew ordered chocolate milk sitting eternity window say chocolate milk really well another eternity come back drink oh chocolate milk staff busy joking among took forever 4 drink owner must care service,0.028125000000000004,0.25
130,this place is doesnt cater to the needs of their customers decline promotional advertisement even though they have an ad that says so. customer service is aweful their more on quantity than quality type of store hope they change their ethics,this place is doesnt cater to the needs of their customers decline promotional advertisement even though they have an ad that says so. customer service is aweful their more on quantity than quality type of store hope they change their ethics,this place is doesnt cater to the needs of their customers decline promotional advertisement even though they have an ad that says so customer service is aweful their more on quantity than quality type of store hope they change their ethics,place doesnt cater needs customers decline promotional advertisement even though ad says customer service aweful quantity quality type store hope change ethics,place doesnt cater needs customers decline promotional advertisement even though ad customer service aweful quantity quality type store hope change ethics,place doesnt cater need customer decline promotional advertisement even though ad customer service aweful quantity quality type store hope change ethic,0.0,0.0
